Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
RPPC,"Pacific Canal Area, Panama",9.0003,-79.5832,976,15.6160,,
TXFR,Freeport,29.0172,-95.3551,694,1.3359,,
RPAC,"Atlantic Canal Area, Panama",9.3003,-79.9501,603,5.0250,,
TRTR,Trinidad,10.6336,-61.3390,542,20.8462,,
FLLP,Lake Placid,27.2601,-81.3441,540,4.0909,,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,479,5.1230,,
BRME,"Manaus (east), Amazonas, Brazil",-3.1333,-59.9333,464,12.9790,,
FLCR,Crystal River,28.8712,-82.5776,444,7.6552,,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,415,2.8621,,
TXAU,Austin,30.1834,-97.6980,397,1.9825,,
SCMC,McClellanville,33.1003,-79.4037,331,4.9774,,
TXPM,Palmetto S.P.,29.5833,-97.5833,307,4.3857,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,281,2.6635,,
TXFW,Fort Worth,32.7661,-97.4715,276,1.8776,,
TXNA,Nacogdoches,31.5332,-94.6563,273,1.8763,,
TXCY,Cypress Creek,29.9561,-95.8900,239,4.0168,,
VALY,Lynchburg,37.3986,-79.1942,232,2.5778,,
CRLS,"La Selva, Lower Braulio Carillo N.P., Costa Rica",10.3665,-84.0499,232,1.1959,,
FLFP,Fort Pierce,27.4177,-80.3828,231,2.2759,,
FLVE,Venice-Englewood,27.0048,-82.3793,231,1.9412,,
ARVB,Van Buren County-Fairfield Bay,35.6167,-92.2667,230,2.8221,,
FLPR,Peace River,26.9243,-82.0474,225,1.4063,,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,218,4.6882,,
FLGA,Gainesville,29.6027,-82.3127,211,1.1314,,
TXVI,Victoria,28.8723,-97.0784,202,2.9706,,
FLLA,Lakeland,28.0261,-81.8507,201,1.4565,,
GAHN,Harris Neck N.W.R.,31.6837,-81.2940,200,3.3333,,
TXCS,College Station,30.5930,-96.3175,200,1.6260,,
FLBO,Brooksville,28.5480,-82.3245,199,2.3761,,
PAGE,Gettysburg,39.8304,-77.3177,194,2.0000,,
VA0S,Blacksburg,37.2333,-80.4167,192,2.1333,,
FLWR,Wekiva River,28.7863,-81.3679,189,1.2945,,
FLMR,Myakka River S.P.,27.2330,-82.2360,189,2.6250,,
TXBZ,Brazos Bend,29.3734,-95.6688,186,1.8788,,
TXGC,Gibbons Creek,30.5833,-96.0000,182,4.3077,,
PASL,Southern Lancaster County,39.8172,-76.1698,181,0.8829,,
SCAB,Ace Basin,32.6126,-80.4813,181,3.0167,,
SCHH,Hilton Head Island,32.2000,-80.7500,171,0.4572,,
VARO,Roanoke,37.3034,-79.9446,171,1.9942,,
SCLC,Long Cane,34.0000,-82.3333,168,5.7436,,
TXCO,Comstock,29.7104,-101.2531,162,4.6619,,
TXAR,Aransas N.W.R.,28.2333,-96.8833,161,3.2525,,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,160,1.2800,,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,156,2.2286,,
VACA,Charlottesville,38.0668,-78.5667,154,1.1801,,
TXBN,Burnet County,30.7514,-98.2750,148,2.2510,,
MDOC,Ocean City,38.3128,-75.2122,144,0.7660,,
MDTR,Triadelphia Reservoir,39.1605,-76.9885,143,0.6164,,
BLBC,"Belize City, Belize",17.5990,-88.3822,142,3.7867,,
SCCA,Charleston,32.9333,-79.7000,140,1.2844,,
FLST,Stuart,27.2121,-80.2624,140,0.8296,,
FL0V,South Brevard County,27.8667,-80.5667,140,1.4433,,
AZNO,Nogales,31.4338,-110.9358,139,1.4330,,
MOTC,Taney County,36.6070,-93.1830,138,2.2439,,
GAAH,Athens,33.9305,-83.3812,132,1.2453,,
TXLG,Longview,32.3765,-94.7162,127,1.3161,,
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.7470,127,2.0820,,
HOLA,"Lancetilla, Honduras",15.7667,-87.4500,127,3.6812,,
MDJB,Jug Bay,38.7532,-76.6415,125,1.1655,,
MXAL,"Alamos, Sonora, Mexico",27.0000,-108.9000,120,3.0000,,
TXST,San Antonio,29.3148,-98.6080,119,0.7829,,
FLSR,Sarasota,27.2988,-82.4976,118,1.0442,,
VALE,Lexington,37.8480,-79.4769,114,2.8500,,
WVLE,Lewisburg,37.8017,-80.4454,113,2.1731,,
TNDD,Dresden,36.2833,-88.7000,113,5.3810,,
CRGR,"Grecia, Costa Rica",10.0667,-84.3167,113,2.0179,,
