Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
TXBN,Burnet County,30.7514,-98.2750,69,0.9103,,
FLCB,Choctawhatchee Bay,30.4462,-86.5182,69,0.6522,,
MSHA,Hattiesburg,31.2903,-89.3133,69,1.3019,,
PAEL,Elverson,40.1334,-75.7667,67,0.6321,,
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,66,1.1000,,
OKFG,Fort Gibson Reservoir,35.8500,-95.3167,66,1.6500,,
AZNO,Nogales,31.4338,-110.9358,66,1.1892,,
MDSM,Sugarloaf Mountain,39.2841,-77.3920,64,0.3015,,
GASC,St. Catherines Island,31.6351,-81.1226,63,1.0957,,
GASI,Sapelo Island,31.4500,-81.2333,62,1.1273,,
MXEL,"El Naranjo, San Luis Potosi, Mexico",22.5000,-99.4000,62,1.1273,,
TNNA,Nashville,36.0545,-86.9287,61,1.0252,,
FL13,New Port Richey,28.2500,-82.7000,60,1.4286,,
VA2A,Nokesville,38.6167,-77.5500,59,0.7375,,
GACG,Callaway Gardens,32.8240,-84.8437,59,1.1324,,
FLFM,Fort Myers,26.5551,-81.9906,58,1.0741,,
TXLO,Lake O' the Pines,32.8001,-94.5947,57,1.9322,,
FLJA,Jacksonville,30.4152,-81.4877,56,0.4341,,
LARB,Reserve-Bonnet Carre Spillway,30.0867,-90.4711,56,0.5895,,
FLSC,Sanibel-Captiva,26.4594,-82.1567,55,0.5189,,
FLFP,Fort Pierce,27.4177,-80.3828,55,0.4799,,
SCHH,Hilton Head Island,32.2000,-80.7500,54,0.1507,,
GAAB,Albany,31.4333,-84.4167,54,1.1739,,
MSVI,Vicksburg,32.3108,-90.9068,51,0.7895,,
TXFW,Fort Worth,32.7661,-97.4715,50,0.5848,,
FLWV,West Volusia County,29.0543,-81.3039,50,0.8026,,
MDCR,Crisfield,38.0298,-75.7577,49,0.3356,,
TXBU,Bell County,30.9667,-97.4500,49,1.1951,,
FLPR,Peace River,26.9243,-82.0474,49,0.8305,,
TXLK,Lake Tawakoni,32.7667,-95.9167,49,0.6577,,
VARC,Rockingham County,38.4318,-79.0394,48,0.1822,,
MDLK,Lower Kent County,39.1427,-76.1921,48,0.5134,,
VACA,Charlottesville,38.0668,-78.5667,48,0.4286,,
TXCC,Corpus Christi,27.8334,-97.5833,47,0.2513,,
TX13,Laguna Atascosa N.W.R.,26.2333,-97.3500,45,0.6494,,
NCSB,Southport-Bald Head-Oak Islands,33.9388,-78.0265,45,0.5028,,
FLCE,Coot Bay-Everglades N.P.,25.1410,-80.9582,44,0.6286,,
FLNA,Naples,26.1278,-81.7645,42,0.4098,,
WVHC,Hampshire County,39.3365,-78.5035,41,1.0123,,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,39,0.4333,,
MXUY,"Uxmal, Yucatan, Mexico",20.4500,-89.7500,37,4.3529,,
VAFI,Fincastle,37.5276,-79.8733,36,0.5538,,
LAHO,Houma,29.6000,-90.7167,35,0.6034,,
TN07,Duck River Reservoir,35.5500,-86.9000,35,0.7447,,
FL1B,Singing Forest,28.7833,-82.2833,35,0.4516,,
TXPP,Palo Pinto,32.7578,-98.2933,35,0.9589,,
LA06,Arcadia,32.5667,-92.9500,35,1.0294,,
MDAG,Annapolis-Gibson Island,39.0033,-76.5065,35,0.1241,,
NCMC,Morehead City,34.7590,-76.7094,34,0.3063,,
MDSE,Seneca,39.0671,-77.3285,34,0.1171,,
TXLL,Lake Livingston (lower),30.7167,-95.0833,34,0.8193,,
TXCS,College Station,30.5930,-96.3175,34,0.3036,,
TXOR,Old River,29.8667,-94.7333,33,0.6832,,
VALE,Lexington,37.8480,-79.4769,33,0.9348,,
NJNH,Northwestern Hunterdon County,40.6365,-74.9098,33,0.4231,,
TNCO,Columbia,35.5990,-87.1613,32,0.7529,,
VAGS,Glade Spring,36.7883,-81.7787,31,0.5254,,
TXAY,Armand Bayou,29.5498,-95.0489,31,0.4733,,
VARO,Roanoke,37.3034,-79.9446,30,0.3488,,
LADA,D'Arbonne,32.6583,-92.2410,30,0.4505,,
MDTR,Triadelphia Reservoir,39.1605,-76.9885,30,0.1893,,
SCMC,McClellanville,33.1003,-79.4037,29,0.2816,,
MDBO,Bowie,38.9927,-76.7852,29,0.1593,,
FL0K,Boca Grande,26.7500,-82.2667,28,0.8750,,
FLFL,Fort Lauderdale,26.1360,-80.2191,27,0.2523,,
TXKI,Kingsville,27.4658,-97.8551,27,0.3484,,
DERE,Rehoboth,38.6035,-75.1073,26,0.2873,,
GAPC,Peachtree City,33.3468,-84.6231,26,0.3910,,
TXBE,Beech Creek,30.7667,-94.2000,25,0.5605,,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,24,0.3529,,
MSSH,Southern Hancock County,30.2906,-89.5034,24,0.2781,,
ALGU,Guntersville,34.3883,-86.2803,24,0.4800,,
TNNL,Nickajack Lake,35.0664,-85.5113,24,0.3019,,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,23,0.2136,,
FLCK,Cedar Key,29.1942,-83.0149,23,0.3859,,
TXWA,Waco,31.5194,-97.0451,22,0.3607,,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,22,0.3741,,
PAUB,Upper Bucks County,40.4036,-75.3650,21,0.1288,,
NJSA,Salem,39.6140,-75.4142,20,0.2469,,
PALA,Lancaster,39.9921,-76.3614,20,0.2041,,
VACC,Cape Charles,37.1899,-75.9410,20,0.0976,,
KYKL,Kleber W.M.A.,38.4633,-84.7767,19,0.6786,,
MDPT,Port Tobacco,38.4833,-77.0333,18,0.1782,,
NCCP,Chapel Hill,35.9131,-79.0558,18,0.1333,,
PAHU,Huntingdon,40.5664,-77.9385,18,0.3462,,
SCSR,Savannah River Site,33.2000,-81.6167,18,0.5538,,
MOTC,Taney County,36.6070,-93.1830,18,0.3051,,
GABL,Bainbridge-Lake Seminole,30.8850,-84.6315,18,0.4186,,
VAWI,Williamsburg,37.2792,-76.6987,17,0.2751,,
LACA,Catahoula N.W.R.,31.5080,-92.0589,17,0.3579,,
OHAC,Adams County,38.7953,-83.5461,17,0.1818,,
OKTI,Tishomingo N.W.R.,34.1833,-96.6500,16,2.0000,,
MDWC,Washington County,39.5656,-77.7308,16,0.1368,,
MDSD,Southern Dorchester County,38.3617,-76.0371,16,0.1429,,
NCJL,Jordan Lake,35.6950,-79.0433,15,0.1695,,
INWH,Whitewater S.P.,39.5909,-84.9936,15,0.5357,,
FLBA,Bradenton,27.5010,-82.5631,15,0.2143,,
SCCA,Charleston,32.9333,-79.7000,15,0.1829,,
TXBF,Buffalo Bayou,29.7715,-95.5699,15,0.2381,,
TXBP,Bolivar Peninsula,29.5504,-94.4668,14,0.1795,,
TXTE,Texarkana,33.2784,-94.2082,14,0.5833,,
TXCA,Caddo National Grasslands,33.7405,-96.0024,14,0.2545,,
SCAI,Aiken,33.5636,-81.6179,13,0.3210,,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,13,0.4194,,
TXLV,Lewisville,33.0301,-96.9929,12,0.1615,,
TXLS,La Sal Vieja,26.4849,-97.9649,12,0.1967,,
MDPL,Point Lookout,38.1061,-76.4212,12,0.2105,,
CRGR,"Grecia, Costa Rica",10.0667,-84.3167,12,0.2667,,
MD03,Denton,38.9000,-75.8333,12,0.1263,,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,12,0.1846,,
MDOC,Ocean City,38.3128,-75.2122,12,0.0645,,
FLSA,St. Augustine,29.9333,-81.3162,11,0.1982,,
TNCH,Chattanooga,35.1040,-85.2292,11,0.1048,,
LALC,Lake Charles,30.1500,-93.3000,11,0.1698,,
KYDA,Danville,37.6463,-84.7733,11,0.2292,,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,11,0.4059,,
SCCO,Columbia,33.9300,-80.9214,10,0.3333,,
NCMA,Mattamuskeet N.W.R.,35.4500,-76.1333,10,0.1099,,
PALZ,Lititz,40.2261,-76.3024,9,0.0800,,
TXDR,Del Rio,29.4651,-100.9585,9,0.1714,,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,9,0.0549,,
ARAR,Arkadelphia,34.1333,-93.0500,8,0.0792,,
TXTY,Tyler,32.2777,-95.2991,8,0.1739,,
GAAH,Athens,33.9305,-83.3812,8,0.0690,,
GACO,Columbus,32.5861,-85.0004,8,0.1905,,
VAWP,Wachapreague,37.6707,-75.6998,8,0.1053,,
TXTC,Turkey Creek,30.5168,-94.3167,7,0.1728,,
MDEL,Elkton,39.5333,-75.9424,7,0.0828,,
TXTR,Trinidad,32.1500,-96.1000,7,0.8750,,
TNCL,Clarksville,36.5000,-87.3833,7,0.1365,,
NJCC,Cumberland County,39.3325,-75.2004,7,0.0386,,
TXOS,Osage,29.7333,-96.7167,7,0.8235,,
MSCH,Church Hill,31.7500,-91.1833,7,0.3333,,
ALMT,Mobile-Tensaw Delta,30.7500,-87.9500,7,0.1892,,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,6,0.0830,,
TX10,Brownsville,25.9333,-97.4500,6,0.0984,,
FLPI,Ponce Inlet,29.0623,-81.0073,6,0.0845,,
VADA,Danville,36.5852,-79.4233,6,0.1000,,
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.7470,6,0.1310,,
ARME,Mena,34.5833,-94.2333,6,0.1579,,
TXRU,Ruidosa,29.9500,-104.6667,6,0.3871,,
NCCR,Charlotte,35.1765,-80.8759,5,0.0998,,
NCPE,Pettigrew S.P.,35.7667,-76.4500,5,0.1724,,
MSSL,Sardis Lake,34.4369,-89.7010,5,0.0980,,
OH0F,Oxford,39.5000,-84.7167,5,0.0833,,
GADA,Dalton,34.7667,-84.9667,5,0.1370,,
ARTE,Texarkana,33.4725,-93.9215,5,0.1471,,
TXHO,Houston,29.7497,-94.9492,5,0.0344,,
KYFR,Frankfort,38.2271,-84.8525,5,0.0917,,
WVLE,Lewisburg,37.8017,-80.4454,5,0.0990,,
VABK,Brooke,38.3703,-77.3287,5,0.0820,,
VANN,Newport News,37.0799,-76.3956,5,0.0431,,
AZAH,Atascosa Highlands,31.4701,-111.1728,5,0.0704,,
MXSY,"Sayil, Yucatan, Mexico",20.2500,-89.5833,4,0.1260,,
TXHU,Huntsville,30.7156,-95.5520,4,0.1270,,
MDJB,Jug Bay,38.7532,-76.6415,4,0.0275,,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,4,0.1905,,
DESN,Seaford-Nanticoke,38.5845,-75.5739,4,0.0727,,
VAHO,Hopewell,37.3670,-77.2842,4,0.0378,,
GAAF,Amicalola Falls,34.4946,-84.1648,4,0.2000,,
AR03,El Dorado,33.2833,-92.6167,4,0.0879,,
ARLO,Lonoke,34.7490,-91.8957,4,0.0625,,
DCDC,Washington,38.8674,-77.0685,4,0.0165,,
OK03,Broken Bow Reservoir,34.2000,-94.6833,4,0.1818,,
ALMO,Montgomery,32.3496,-86.3831,4,0.0946,,
OHLN,Lancaster,39.7137,-82.6019,3,0.0427,,
NCWI,Wilmington,34.1401,-77.8936,3,0.0435,,
PALC,Lebanon County,40.3801,-76.5344,3,0.0609,,
NJEL,Elmer,39.5834,-75.1428,3,0.0350,,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,3,0.0525,,
LASH,Shreveport,32.5371,-93.8922,3,0.0458,,
WVPA,Pipestem Area,37.5800,-80.9196,3,0.0838,,
NCRK,Roanoke Rapids,36.4025,-77.5651,3,0.0508,,
FLPS,Port St. Joe,29.7703,-85.2986,3,0.0388,,
FLDC,Dade County,25.8402,-80.1883,3,0.0349,,
WVPC,Pendleton County,38.6579,-79.3113,3,0.0789,,
FLNP,North Pinellas,28.0672,-82.7388,3,0.0314,,
GAGC,Glynn County,31.1128,-81.4261,2,0.0190,,
MXGF,"Gomez Farias, Tamaulipas, Mexico",23.1118,-99.1816,2,0.1250,,
VAMA,Mathews,37.4399,-76.3143,2,0.0229,,
MDSA,Salisbury,38.3333,-75.7333,2,0.0231,,
TX1E,Padre Island National Seashore,27.3333,-97.3333,2,0.1481,,
MSGR,Grenada,33.8500,-89.7170,2,0.0500,,
ARHS,Hot Springs Village,34.7167,-92.9667,2,0.0385,,
SCPD,Pee Dee Area,34.2158,-79.7379,2,0.0741,,
ARFS,Fort Smith-Moffett,35.3818,-94.3766,2,0.0667,,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,2,0.0220,,
KYCC,Calloway County,36.6003,-88.1999,2,0.0488,,
OHWH,Western Hamilton County,39.2065,-84.6361,1,0.0094,,
DEWI,Wilmington,39.7450,-75.6399,1,0.0083,,
PACB,Central Bucks County,40.3102,-75.1017,1,0.0085,,
TNRM,Roan Mountain,36.1063,-82.1108,1,0.0606,,
LALA,Lafayette,30.1901,-92.1042,1,0.0109,,
SCCS,Carolina Sandhills N.W.R.,34.5041,-80.2249,1,0.0488,,
SCLC,Long Cane,34.0000,-82.3333,1,0.0385,,
NCDU,Durham,36.0868,-78.8907,1,0.0189,,
VAPO,Peaks of Otter,37.4500,-79.6000,1,0.0333,,
ONHA,Hamilton,43.2679,-79.8852,1,0.0060,,
TNKN,Knoxville,35.9136,-84.0796,1,0.0094,,
GAAU,Augusta,33.4393,-82.0239,1,0.0196,,
TXBG,Big Bend N.P. (east),29.1826,-103.0444,1,0.0299,,
VACN,Calmes Neck,39.1242,-77.8913,1,0.0151,,
LA0D,Venice,29.3000,-89.3833,1,0.0278,,
VAWR,Warren,37.8500,-78.5500,1,0.0163,,
ALBH,Birmingham,33.4660,-86.7583,1,0.0127,,
FLZE,Zellwood-Mount Dora,28.7309,-81.6062,1,0.0190,,
VAJK,John H. Kerr Reservoir,36.6000,-78.3000,cw,0.0000,,

