Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
TXFR,Freeport,29.0172,-95.3551,940,2.8571,,
FLMR,Myakka River S.P.,27.2330,-82.2360,661,6.5316,,
TRTR,Trinidad,10.6336,-61.3390,600,16.2162,,
RPPC,"Pacific Canal Area, Panama",9.0003,-79.5832,570,7.9443,,
TXGC,Gibbons Creek,30.5833,-96.0000,511,7.7424,,
RPAC,"Atlantic Canal Area, Panama",9.3003,-79.9501,368,3.6436,,
LATH,Tunica Hills-St. Francisville,30.7500,-91.3833,338,4.9706,,
FLST,Stuart,27.2121,-80.2624,304,2.4556,,
TXBU,Bell County,30.9667,-97.4500,296,7.5897,,
PAGE,Gettysburg,39.8304,-77.3177,278,1.7484,,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,248,3.3067,,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,222,2.8173,,
MDOC,Ocean City,38.3128,-75.2122,207,1.1897,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,200,1.5504,,
FLLA,Lakeland,28.0261,-81.8507,193,1.8469,,
MDLK,Lower Kent County,39.1427,-76.1921,190,1.7431,,
PASL,Southern Lancaster County,39.8172,-76.1698,186,1.0220,,
TXCO,Comstock,29.7104,-101.2531,180,7.3469,,
FLVE,Venice-Englewood,27.0048,-82.3793,174,2.0964,,
TNBI,Bristol,36.6058,-82.0999,173,5.5806,,
TX2M,Lake Conroe,30.4500,-95.6333,168,3.6129,,
VAWR,Warren,37.8500,-78.5500,165,2.0886,,
TX1P,San Bernard,28.8667,-95.5833,165,14.3478,,
RPCC,"Central Canal Area, Panama",9.1333,-79.7833,164,1.7826,,
FLSM,St. Marks,30.1536,-84.2227,162,1.8409,,
TNCO,Columbia,35.5990,-87.1613,155,5.2542,,
TX20,Armand Bayou,29.5500,-95.0667,153,2.0400,,
VASL,Shenandoah N.P.-Luray,38.5948,-78.4572,148,1.3704,,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,143,1.1304,,
FLMA,Marianna,30.7167,-85.2667,137,1.5551,,
TXAR,Aransas N.W.R.,28.2333,-96.8833,136,2.0299,,
TXNA,Nacogdoches,31.5332,-94.6563,135,1.2273,,
TXWA,Waco,31.5194,-97.0451,127,2.3962,,
LA06,Arcadia,32.5667,-92.9500,124,2.1754,,
BLBC,"Belize City, Belize",17.5990,-88.3822,120,2.8571,,
MXAL,"Alamos, Sonora, Mexico",27.0000,-108.9000,107,2.9722,,
FLBA,Bradenton,27.5010,-82.5631,107,1.5286,,
OKFG,Fort Gibson Reservoir,35.8500,-95.3167,105,1.9444,,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,96,1.2632,,
TXTT,Tenaha-Timpson,31.9610,-94.4210,95,2.3869,,
MDCR,Crisfield,38.0298,-75.7577,94,0.6225,,
TXST,San Antonio,29.3148,-98.6080,92,0.5218,,
TXDR,Del Rio,29.4651,-100.9585,87,2.4167,,
BLBE,"Belmopan, Belize",17.1846,-88.7268,85,1.8889,,
GAHN,Harris Neck N.W.R.,31.6837,-81.2940,82,1.7826,,
LATR,Tensas River N.W.R.,32.2833,-91.3667,82,0.9880,,
LA0K,Sabine N.W.R.,29.8000,-93.4500,82,0.3034,,
MSSH,Southern Hancock County,30.2906,-89.5034,81,1.0800,,
TXPM,Palmetto S.P.,29.5833,-97.5833,81,1.1571,,
VACA,Charlottesville,38.0668,-78.5667,80,0.5993,,
GAAH,Athens,33.9305,-83.3812,80,0.8163,,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,74,0.4458,,
TXTE,Texarkana,33.2784,-94.2082,73,2.8077,,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,71,0.8554,,
FLLW,Lake Wales,27.8939,-81.5189,70,0.6931,,
TXLK,Lake Tawakoni,32.7667,-95.9167,70,1.2844,,
MDSM,Sugarloaf Mountain,39.2841,-77.3920,70,0.4636,,
TXCY,Cypress Creek,29.9561,-95.8900,69,0.7841,,
FLCO,Cocoa,28.3622,-80.7026,69,0.6900,,
FLKV,Kissimmee Valley,28.2062,-81.3936,68,0.6869,,
LABR,Baton Rouge,30.3661,-91.1194,68,1.3600,,
TXBN,Burnet County,30.7514,-98.2750,66,1.1579,,
TN07,Duck River Reservoir,35.5500,-86.9000,66,2.4444,,
TXVI,Victoria,28.8723,-97.0784,63,0.9545,,
FLSR,Sarasota,27.2988,-82.4976,63,0.6207,,
