Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
TXFR,Freeport,29.0172,-95.3551,1355,3.5818,"HC, ",
FLLA,Lakeland,28.0261,-81.8507,1330,11.5652,"HC, ",
MOTC,Taney County,36.6070,-93.1830,772,20.0519,"US, ",
FLGA,Gainesville,29.6027,-82.3127,739,4.2655,"HC, ",
TXPM,Palmetto S.P.,29.5833,-97.5833,722,8.6467,,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,686,4.1957,,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,668,5.3227,"HC, ",
RPPC,"Pacific Canal Area, Panama",9.0003,-79.5832,664,4.5017,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,585,10.2632,"HC, ",
FLMR,Myakka River S.P.,27.2330,-82.2360,571,7.9306,,
TXVI,Victoria,28.8723,-97.0784,551,6.3699,,
FLST,Stuart,27.2121,-80.2624,545,3.0791,,
VABL,Blacksburg,37.2153,-80.4690,540,3.6986,,
TXBN,Burnet County,30.7514,-98.2750,529,5.5104,"HC, ",
TXBZ,Brazos Bend,29.3734,-95.6688,509,5.4293,"HC, ",
RPAC,"Atlantic Canal Area, Panama",9.3003,-79.9501,472,2.7283,,
FLBA,Bradenton,27.5010,-82.5631,455,6.7407,,
FLVE,Venice-Englewood,27.0048,-82.3793,438,3.2871,,
TXGC,Gibbons Creek,30.5833,-96.0000,435,6.9048,,
MDJB,Jug Bay,38.7532,-76.6415,407,2.2865,"HC, ",
MXAL,"Alamos, Sonora, Mexico",27.0000,-108.9000,398,5.8102,,
TRTR,Trinidad,10.6336,-61.3390,388,6.6325,,
MDRR,Rock Run,39.6041,-76.1670,371,2.4570,"HC, ",
TXSB,San Bernard N.W.R.,28.8667,-95.5667,357,3.1316,,
TXST,San Antonio,29.3148,-98.6080,341,2.1313,,
FLBO,Brooksville,28.5480,-82.3245,333,4.2692,,
TXMM,Matagorda County-Mad Island Marsh,28.6926,-95.9975,316,0.8876,,
FLVB,Vero Beach,27.6667,-80.4167,306,4.5672,,
TXAR,Aransas N.W.R.,28.2333,-96.8833,301,3.4400,"HC, ",
TNCL,Clarksville,36.5000,-87.3833,295,4.9167,"HC, ",
FLSB,South Brevard County,27.8486,-80.5500,288,2.0571,,
NCSL,Southern Lake Norman,35.4326,-80.8702,285,4.0714,,
FLCR,Crystal River,28.8712,-82.5776,282,3.5696,,
TXWA,Waco,31.5194,-97.0451,276,5.4118,,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,274,3.2619,,
TXFW,Fort Worth,32.7661,-97.4715,273,1.8079,,
TXAU,Austin,30.1834,-97.6980,268,1.5765,,
FLLP,Lake Placid,27.2601,-81.3441,260,2.0000,,
TXDR,Del Rio,29.4651,-100.9585,258,3.7664,"HC, ",
FLEM,Emeralda-Sunnyhill,28.9718,-81.8529,257,3.3816,,
