Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
TXBZ,Brazos Bend,29.3734,-95.6688,2719,19.0140,"HC, ",
FLFP,Fort Pierce,27.4177,-80.3828,2100,102.4390,,
TXAU,Austin,30.1834,-97.6980,1016,5.3289,,
TXSM,San Marcos,29.9091,-97.9642,1009,11.2914,,
TXSE,San Antonio East,29.3501,-98.3620,913,5.7206,,
TXSE,San Antonio East,29.3501,-98.3620,913,5.7206,,
FLMR,Myakka River S.P.,27.2330,-82.2360,900,10.4287,,
SCSC,Sun City-Okatie,32.3512,-80.9232,888,7.8411,"HC, ",
MOTC,Taney County,36.6070,-93.1830,852,12.8120,,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,762,8.8863,,
BLSL,"Spanish Lookout, Cayo, Belize",17.2994,-89.0206,722,15.5269,,
FLCO,Cocoa,28.3622,-80.7026,700,8.3832,,
TXSG,San Angelo,31.4439,-100.4823,620,11.2625,,
TXST,San Antonio,29.3148,-98.6080,607,7.2262,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,607,5.9075,,
TXLP,Lost Pines,30.2209,-97.4397,603,11.8235,,
VABK,Brooke,38.3703,-77.3287,576,5.8359,,
TXCY,Cypress Creek,29.9561,-95.8900,554,3.3729,,
FLBA,Bradenton,27.5010,-82.5631,550,5.6555,,
FLLC,Lake City,30.1894,-82.6371,550,12.4294,,
FLVE,Venice-Englewood,27.0048,-82.3793,550,3.7671,,
TXGR,Granger,30.7062,-97.4019,542,7.1551,"HC, ",ph
ALWD,Wheeler Dam,34.7890,-87.3903,525,8.8983,"HC, ",
TXBO,Boerne,29.8666,-98.7901,522,5.0689,,
TXBN,Burnet County,30.7514,-98.2750,515,5.3646,"HC, ",
TXMM,Matagorda County-Mad Island Marsh,28.6926,-95.9975,508,1.8540,,
VACL,Central Loudon,39.0905,-77.6198,499,2.2690,,
TRTR,Trinidad,10.6336,-61.3390,487,9.1887,,
OKTI,Tishomingo N.W.R.,34.1833,-96.6500,476,11.2000,,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.5330,-96.8635,472,2.3981,,
TXFR,Freeport,29.0172,-95.3551,466,2.9401,,
MDSE,Seneca,39.0671,-77.3285,433,1.6544,,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,422,3.2214,,
TXCS,College Station,30.5930,-96.3175,421,4.6778,,
OHPC,Paint Creek Area,39.2622,-83.4450,410,19.0698,,
FLBL,Bay Lake,28.3753,-81.5496,400,4.3011,,
TXNB,New Braunfels,29.7035,-98.1249,389,10.5620,,
TXVI,Victoria,28.8723,-97.0784,379,3.8673,,
FLSB,South Brevard County,27.8486,-80.5500,365,2.5216,,
LAFR,Franklin,29.7718,-91.4837,362,6.5842,,
TXFW,Fort Worth,32.7661,-97.4715,361,2.6207,,
VABL,Blacksburg,37.2153,-80.4690,360,2.9900,,
