Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
LABR,Baton Rouge,30.3661,-91.1194,224,1.3200,,
OHPC,Paint Creek Area,39.2622,-83.4450,223,14.6230,"HC, ",
VACA,Charlottesville,38.0668,-78.5667,223,1.7154,,
TXAY,Armand Bayou,29.5498,-95.0489,215,2.3497,,
TXBO,Boerne,29.8666,-98.7901,207,2.2561,,
MSJA,Jackson,32.4476,-90.0040,204,2.6754,,
VAAC,Augusta County,38.2046,-78.9913,200,2.5157,,
TXLO,Lake O' the Pines,32.8001,-94.5947,199,2.3832,,
BLBC,"Belize City, Belize",17.5990,-88.3822,196,2.3473,,
CRLS,"La Selva, Lower Braulio Carillo N.P., Costa Rica",10.3665,-84.0499,191,0.8623,,
MSVI,Vicksburg,32.3108,-90.9068,187,3.0656,,
VACL,Central Loudon,39.0905,-77.6198,185,1.5812,,
ILML,"Mermet Lake, Massac County",37.2000,-88.7500,185,2.9839,"HC, ",
TXCR,Crawford,31.5560,-97.3556,183,2.5505,"HC, ",
TXSB,San Bernard N.W.R.,28.8667,-95.5667,174,1.1877,,
FLDC,Dade County,25.8402,-80.1883,171,1.5907,"HC, ",
OKTI,Tishomingo N.W.R.,34.1833,-96.6500,171,3.6774,,
FLFM,Fort Myers,26.5551,-81.9906,170,2.0722,,
FLPR,Peace River,26.9243,-82.0474,162,1.2806,,
FLWR,Wekiva River,28.7863,-81.3679,160,1.7877,,
PASL,Southern Lancaster County,39.8172,-76.1698,160,1.0000,,
MXAL,"Alamos, Sonora, Mexico",27.0000,-108.9000,159,1.7473,,
PARD,Reading,40.3667,-75.8667,158,1.4616,,
TNCV,Cookeville,36.1448,-85.4747,157,2.7665,"HC, ",
TXTY,Tyler,32.2777,-95.2991,157,2.6723,"HC, ",
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,156,2.5243,,
MXRR,"Rancho Rincon de Anacahuitas, Tamaulipas, Mexico",25.5833,-97.5000,155,8.6111,,
TRTR,Trinidad,10.6336,-61.3390,154,2.6325,,
FLJA,Jacksonville,30.4152,-81.4877,153,1.0268,,
TXWA,Waco,31.5194,-97.0451,151,2.4856,,
FLBO,Brooksville,28.5480,-82.3245,150,1.7857,,
CRGR,"Grecia, Costa Rica",10.0667,-84.3167,150,3.0000,,
TXLH,Lake Houston,29.9400,-95.1800,149,2.0694,,
FLPI,Ponce Inlet,29.0623,-81.0073,148,2.7407,,
VALC,Little Creek,36.8508,-76.0994,146,1.6977,"HC, ",
FLLW,Lake Wales,27.8939,-81.5189,145,1.1694,,
FLAL,Alafia Banks,27.7920,-82.3349,145,2.5439,,
ALGU,Guntersville,34.3883,-86.2803,142,1.9060,,
TXTN,Trinity River,30.2860,-94.9800,140,2.7723,,
RPCC,"Central Canal Area, Panama",9.1333,-79.7833,140,1.5054,,
CRMO,"Monteverde, Costa Rica",10.2999,-84.7667,138,0.8415,,
CLSB,"Sabana de Bogotá, Cundinamarca, Colombia",4.8000,-74.0667,138,1.7795,,
TXTC,Turkey Creek,30.5168,-94.3167,134,5.2549,"HC, ",
VAHO,Hopewell,37.3670,-77.2842,129,1.3687,,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,128,1.4270,,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,125,1.7857,,
PAEL,Elverson,40.1334,-75.7667,124,0.8857,,
LAJB,Johnsons Bayou,29.8010,-93.7149,120,1.0860,"HC, ",
TXBC,Balcones Canyonlands,30.6042,-98.0179,118,1.3524,,
SCLW,Lake Wateree,34.3548,-80.8368,115,1.9828,,
TXCK,Choke Canyon,28.4913,-98.3082,113,1.5427,,
TXWK,West Kerr County,30.0809,-99.4279,112,2.7826,,
TXHO,Houston,29.7497,-94.9492,111,0.9174,"HC, ",
TXHU,Huntsville,30.7156,-95.5520,111,2.1937,,
MSNO,Noxubee N.W.R.,33.2784,-88.7929,110,1.2188,,
NYSU,Southern Orange County,41.3022,-74.3415,109,1.3974,"HC, ",RN
LANO,New Orleans,30.0236,-89.9167,107,1.1694,,
TXTR,Trinidad,32.1500,-96.1000,104,8.0000,,
MDSM,Sugarloaf Mountain,39.2841,-77.3920,102,0.6182,,
FLEP,East Pasco,28.3103,-82.2374,100,2.2727,,
FLTA,Tampa,28.0107,-82.4595,98,0.9751,,
LANA,Natchitoches,31.8240,-93.0635,98,1.6333,,
MSSH,Southern Hancock County,30.2906,-89.5034,97,0.9604,,
MSLC,Lauderdale County,32.4676,-88.7230,97,1.1829,,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,97,0.9671,,
VASL,Shenandoah N.P.-Luray,38.5948,-78.4572,97,0.9260,,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,96,2.0211,,
NCCP,Chapel Hill,35.9131,-79.0558,95,0.7600,,
ARAR,Arkadelphia,34.1333,-93.0500,94,1.1899,,
MDSE,Seneca,39.0671,-77.3285,94,0.4947,"HC, ",
NJNH,Northwestern Hunterdon County,40.6365,-74.9098,90,1.7308,,
NCMA,Mattamuskeet N.W.R.,35.4500,-76.1333,90,1.4063,,
CHSD,"Senda Darwin Station, Isla Chiloe, Chile",-41.9167,-73.6667,90,9.0000,,
TXTT,Tenaha-Timpson,31.9610,-94.4210,89,1.6872,,
LASH,Shreveport,32.5371,-93.8922,89,1.3906,,
VAGO,Gordonsville,38.1427,-78.1893,88,1.9341,,
SCSP,Spartanburg,34.9000,-81.9500,87,1.7400,,RC
NJSA,Salem,39.6140,-75.4142,86,1.3385,,
TXWC,Wise County,33.2500,-97.6667,85,1.4944,,
VALE,Lexington,37.8480,-79.4769,85,1.9767,,
NJPR,Princeton,40.3410,-74.6649,85,0.8134,,
MDBO,Bowie,38.9927,-76.7852,84,0.3206,,
FLNP,North Pinellas,28.0672,-82.7388,82,0.7225,,
LATX,Thibodaux,29.8167,-90.7500,81,1.3388,"HC, ",
TXAR,Aransas N.W.R.,28.2333,-96.8833,80,0.9040,,
SCHH,Hilton Head Island,32.2000,-80.7500,80,0.0000,,
MDST,St. Michaels,38.7506,-76.2531,79,0.8316,,
GASC,St. Catherines Island,31.6351,-81.1226,78,0.8667,,
MDAG,Annapolis-Gibson Island,39.0033,-76.5065,77,0.3222,,
VABB,Back Bay N.W.R.,36.6500,-76.0000,75,0.6881,,
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,33.0936,-83.7470,74,1.4510,,
MDLK,Lower Kent County,39.1427,-76.1921,74,1.3455,,
FLSM,St. Marks,30.1536,-84.2227,74,0.8315,,
NCFL,Falls Lake,35.9969,-78.6162,73,1.1019,,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,72,1.4845,,
FLCB,Choctawhatchee Bay,30.4462,-86.5182,72,0.3804,,
TXUC,Uvalde County,29.2096,-99.7862,72,2.1022,,
MDTR,Triadelphia Reservoir,39.1605,-76.9885,71,0.4201,,
NJBP,Belleplain,39.2500,-74.9333,71,0.8659,,
OKFG,Fort Gibson Reservoir,35.8500,-95.3167,69,1.3939,,
FLDB,Daytona Beach,29.2629,-81.1173,69,1.7692,,
TNJA,Jackson,35.6119,-88.8205,67,2.6800,,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,67,1.7748,,
TNNL,Nickajack Lake,35.0664,-85.5113,67,1.2885,,
NCJL,Jordan Lake,35.6950,-79.0433,66,0.4490,,
TXOR,Old River,29.8667,-94.7333,66,0.9932,,
TNCL,Clarksville,36.5000,-87.3833,66,1.6098,,
MXCM,"Cumbres de Monterrey, Nuevo Leon, Mexico",25.4681,-100.2085,65,3.6111,,
NJCM,Cape May,39.0123,-74.8778,65,0.3730,,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,65,1.0359,,
MDPT,Port Tobacco,38.4833,-77.0333,65,0.9028,,
FLSR,Sarasota,27.2988,-82.4976,65,0.6549,,
DERE,Rehoboth,38.6035,-75.1073,65,0.0000,,
FLGC,"Gulf Circle, Manatee County",27.4970,-82.8128,64,3.7647,,
FLFL,Fort Lauderdale,26.1360,-80.2191,64,0.7356,,
TXKV,Kerrville,30.0646,-99.1757,63,0.9921,,
BLGJ,"Gallon Jug, Belize",17.5611,-89.0441,63,0.8601,,
BLBE,"Belmopan, Belize",17.1846,-88.7268,62,0.7168,,
FLWP,West Palm Beach,26.5672,-80.1270,62,0.6721,,
GAPC,Peachtree City,33.3468,-84.6231,62,1.2917,,
VAFB,Fort Belvoir,38.7090,-77.1939,61,0.1793,,
VABK,Brooke,38.3703,-77.3287,61,0.7821,,
MDOC,Ocean City,38.3128,-75.2122,59,0.2694,,
MDPR,Patuxent River,38.3406,-76.5037,58,0.5918,,
GAAU,Augusta,33.4393,-82.0239,58,1.0357,,
LATR,Tensas River N.W.R.,32.2833,-91.3667,58,2.2745,,
BLPG,"Punta Gorda, Belize",16.1465,-88.8893,56,0.6871,,
GACI,Cumberland Island,30.8151,-81.4673,56,1.0718,,
RPVC,"Volcan, Chiriqui, Panama",8.8507,-82.6668,56,2.1748,,
VAGS,Glade Spring,36.7883,-81.7787,56,1.2444,,
TNFC,Fayette County,35.1209,-89.3470,56,1.5556,,
TNBI,Bristol,36.6058,-82.0999,56,1.0182,,
SCCA,Charleston,32.9333,-79.7000,55,0.7432,,
FLZE,Zellwood-Mount Dora,28.7309,-81.6062,55,0.7051,,
MXBS,"Baviacora, Sonora, Mexico",29.6167,-110.1667,54,1.5000,,
LASA,Sabine N.W.R.,29.8545,-93.3892,54,0.3869,,
MDSA,Salisbury,38.3333,-75.7333,53,0.5408,,
GAHN,Harris Neck N.W.R.,31.6837,-81.2940,52,1.0777,,
PAGE,Gettysburg,39.8304,-77.3177,51,0.6145,,
TXKI,Kingsville,27.4658,-97.8551,50,0.7407,,
VAWA,Walkerton,37.6809,-77.0313,50,0.9434,,
MSEL,Eagle Lake,32.5458,-90.5800,50,1.2195,,
MXYS,"Yecora, Sonora, Mexico",28.1667,-109.0833,49,0.9074,,
TXCY,Cypress Creek,29.9561,-95.8900,49,0.8167,,
PAWC,West Chester,39.9600,-75.6047,48,0.3789,,
VADS,Dismal Swamp,36.6645,-76.4814,48,0.6575,,
NJCC,Cumberland County,39.3325,-75.2004,48,0.3959,,
MSHA,Hattiesburg,31.2903,-89.3133,47,1.1899,,
PALA,Lancaster,39.9921,-76.3614,47,0.7769,,
SCAB,Ace Basin,32.6126,-80.4813,47,0.7833,,
OKBB,Broken Bow Reservoir,34.0554,-94.7048,47,1.7407,,
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,47,0.7287,,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,46,0.4868,"HC, ",
TXBU,Bell County,30.9667,-97.4500,46,1.2849,,
VAWY,Waynesboro,37.9810,-78.9550,45,0.8824,,
GASI,Sapelo Island,31.4500,-81.2333,45,0.9375,,
FLRP,Royal Palm-Homestead,25.4333,-80.5000,44,1.2941,,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,44,1.4667,,
TNNA,Nashville,36.0545,-86.9287,44,0.6795,,
NCDU,Durham,36.0868,-78.8907,44,0.5847,,
TXCA,Caddo National Grasslands,33.7405,-96.0024,44,1.2644,,
SCLC,Long Cane,34.0000,-82.3333,44,1.7255,,
NCSM,Stone Mountain,36.3447,-81.0247,44,0.7154,,
GACG,Callaway Gardens,32.8240,-84.8437,42,0.7925,,
WVLE,Lewisburg,37.8017,-80.4454,41,0.8119,,
TXCO,Comstock,29.7104,-101.2531,40,1.6000,,
NCSL,Southern Lake Norman,35.4326,-80.8702,40,0.6504,,
FLAB,Aripeka-Bayport,28.4667,-82.5833,40,0.7547,,
NCSH,Shelby,35.2951,-81.5743,40,2.5397,,
PACB,Central Bucks County,40.3102,-75.1017,39,0.4699,,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,38,0.4270,,
NJWC,Warren County-Northampton County,40.7800,-75.1001,38,0.0000,"HC, ",
TXBV,Brownsville,25.9328,-97.4748,38,0.0000,,
VACN,Calmes Neck,39.1242,-77.8913,37,0.3844,,
VAMB,Manassas-Bull Run,38.8387,-77.4315,37,0.3592,,
GAGC,Glynn County,31.1128,-81.4261,37,0.6379,,
LACA,Catahoula N.W.R.,31.5080,-92.0589,36,0.3789,,
VAWI,Williamsburg,37.2792,-76.6987,35,0.4667,,
KYFR,Frankfort,38.2271,-84.8525,35,1.6867,,
MXGF,"Gomez Farias, Tamaulipas, Mexico",23.1118,-99.1816,35,0.7609,,
SCSC,Sun City-Okatie,32.3512,-80.9232,34,1.7662,,
TXMC,Mckinney,33.1585,-96.6154,34,0.5574,,
TXBE,Beech Creek,30.7667,-94.2000,33,0.9270,,
SCMC,McClellanville,33.1003,-79.4037,33,0.6735,,
INOR,Ohio River,39.1021,-84.9016,32,0.9143,,
LAPP,Pine Prairie,30.7643,-92.3765,32,0.4252,,
MDSD,Southern Dorchester County,38.3617,-76.0371,32,0.4267,,
FLCK,Cedar Key,29.1942,-83.0149,32,0.7356,,
FLSA,St. Augustine,29.9333,-81.3162,31,0.4960,,
FLSP,St. Petersburg,27.7991,-82.6794,31,0.2995,,
KYLE,Lexington,37.9227,-84.4719,31,0.5254,,
DEMI,Middletown,39.4753,-75.6347,30,1.0345,,
LAVE,Venice,29.3392,-89.4767,30,0.8955,,
TXPS,Palestine,31.7624,-95.7664,30,0.8333,,
TNGS,Great Smoky Mountains N.P.,35.7146,-83.4863,30,0.5263,"HC, ",
FLSC,Sanibel-Captiva,26.4594,-82.1567,29,0.1924,,
VAFI,Fincastle,37.5276,-79.8733,29,0.4394,,
SCAI,Aiken,33.5636,-81.6179,29,0.4411,,
TNBR,Buffalo River,35.3001,-87.4573,29,0.4754,,
TNSA,Savannah,35.1632,-88.1666,29,0.4042,,
OHMI,Millersburg,40.5416,-81.9270,28,0.1761,,
PALZ,Lititz,40.2261,-76.3024,27,0.2338,,
FLPB,Perdido Bay,30.3333,-87.3667,26,0.2131,,
PAUB,Upper Bucks County,40.4036,-75.3650,26,0.2396,,
SCLP,Litchfield-Pawleys Island,33.4908,-79.0904,26,0.2101,,
TNHI,Hiwassee,35.3655,-84.9200,26,0.4063,,
PYAB,"Asunción Bay, Central, Paraguay",-25.2761,-57.5781,26,0.0000,,
AZNO,Nogales,31.4338,-110.9358,25,2.2727,,
TXSR,Sea Rim S.P.,29.7334,-93.9563,25,0.2283,,
MDCM,Catoctin Mountain,39.6195,-77.4095,25,0.4545,,
NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,24,0.3721,,
GAAH,Athens,33.9305,-83.3812,24,0.2899,,
FLHC,Hamilton County,30.3360,-82.7595,24,0.3636,,
NJSO,Somerset County,40.5823,-74.6220,23,0.3194,,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,22,0.2292,,
ALGS,Gulf Shores,30.3167,-87.6333,22,0.1429,,
DESN,Seaford-Nanticoke,38.5845,-75.5739,22,0.3284,,
NJSU,Sussex County,41.1186,-74.6385,22,0.1679,"HC, ",
VALA,Lake Anna,38.0850,-77.8139,22,0.6111,,
GAAB,Albany,31.4333,-84.4167,22,0.5714,,
ECNM,"Mindo-Tandayapa, Pichincha, Ecuador",-0.0542,-78.6821,21,0.1061,,
ARME,Mena,34.5833,-94.2333,21,0.9545,,
VABR,Banister River W.M.A.,36.7327,-78.8101,21,0.7500,,
NJMO,Moorestown,39.9422,-74.9391,20,0.2247,,
MSSL,Sardis Lake,34.4369,-89.7010,20,0.3704,"HC, ",
VAWB,Washington's Birthplace,38.1143,-76.9478,20,0.3419,,
INSM,Spring Mill S.P.,38.7233,-86.4170,20,0.8000,,
VACC,Cape Charles,37.1899,-75.9410,20,0.1550,,
GASV,"Savannah, GA-SC",32.0842,-81.0667,20,0.4444,,
VAMA,Mathews,37.4399,-76.3143,20,0.1798,,
TNKN,Knoxville,35.9136,-84.0796,19,0.1840,,
NCSB,Southport-Bald Head-Oak Islands,33.9388,-78.0265,19,0.2857,,
MDCR,Crisfield,38.0298,-75.7577,19,0.2021,,
FLME,Melrose,29.7480,-81.9929,19,0.3393,,
TXLD,Laredo,27.5000,-99.4167,19,0.2517,,
MDPL,Point Lookout,38.1061,-76.4212,18,0.2571,,
ARML,Magnolia-Lake Columbia,33.2684,-93.2832,18,0.4162,,
ARMH,Mountain Home,36.3862,-92.4672,18,3.0000,,
CLJA,"Juan de Acosta, Colombia",10.7500,-75.1000,18,1.0746,,
ALMO,Montgomery,32.3496,-86.3831,17,0.4048,,
TNCO,Columbia,35.5990,-87.1613,17,0.6538,,
SCYR,York-Rock Hill,34.9565,-81.1060,17,0.3864,,
SCPD,Pee Dee Area,34.2158,-79.7379,17,0.4146,,RC
TNCH,Chattanooga,35.1040,-85.2292,17,0.2274,,
NCCB,Central Beaufort County,35.4719,-76.9344,16,0.3200,,
SCSR,Savannah River Site,33.2000,-81.6167,16,0.2759,,
NCBR,Brevard,35.1832,-82.6722,16,0.1616,,
VACH,Chancellorsville,38.2911,-77.6744,15,0.3750,,
LAST,St. Tammany Parish,30.4211,-90.0886,15,0.1071,,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,14,0.2295,,
NCPE,Pettigrew S.P.,35.7667,-76.4500,14,0.2745,,
ARHS,Hot Springs Village,34.7167,-92.9667,14,0.5185,,
FLLO,Long Pine Key,25.3568,-80.7186,14,0.5714,,
TXBP,Bolivar Peninsula,29.5504,-94.4668,14,0.1795,,
LACL,Cheneyville-Lecompte,31.1000,-92.3667,14,0.2593,,
VANS,Northern Shenandoah Valley,39.0501,-78.1667,14,0.0690,,
NCSP,Southern Pines,35.2167,-79.3167,12,0.1362,,
NCBC,Buncombe County,35.6000,-82.4033,12,0.1500,,
PAAU,Audubon,40.1341,-75.4260,12,0.1633,,
TNEL,Elizabethton,36.3413,-82.1263,12,0.3429,,
FLCE,Coot Bay-Everglades N.P.,25.1410,-80.9582,12,0.1696,,
VANR,Nansemond River,36.8472,-76.4333,12,0.2400,,
NYPC,Putnam County,41.3990,-73.8022,11,0.1947,"HC, ",
WVOH,Oak Hill,38.0030,-81.1600,11,0.2588,"HC, ",
SCCG,Congaree Swamp,33.7612,-80.7476,11,0.3860,,
PANV,Newville,40.1492,-77.3681,11,0.1538,,
NCIC,Iredell County,35.8967,-80.8997,11,0.4231,,
TXLV,Lewisville,33.0301,-96.9929,11,0.2115,,
PABE,Bald Eagle S.P.,41.0149,-77.6605,10,0.1379,"US, HC, ",
NCWS,Winston-Salem,36.0840,-80.3067,10,0.0806,,
MXEJ,"Ejido San Pedro, Chihuahua, Mexico",30.7765,-108.4658,10,0.0957,,
NJEL,Elmer,39.5834,-75.1428,9,0.1200,,
NCMC,Morehead City,34.7590,-76.7094,9,0.1023,,
ALTU,Tuscaloosa,33.2390,-87.5766,9,0.2647,,
OHWH,Western Hamilton County,39.2065,-84.6361,9,0.1440,,
ARPB,Pine Bluff,34.2295,-92.0033,8,0.1280,,
OHAT,Athens,39.3000,-82.1500,8,0.1455,,
TXPA,Port Aransas,27.8502,-97.1000,8,0.0759,,
NJWV,Walnut Valley,40.9760,-75.0226,8,0.1006,,
MSCH,Church Hill,31.7500,-91.1833,8,0.5614,,
LANS,Northshore-Slidell,30.2500,-89.7933,8,0.0472,,
FLAC,Apalachicola Bay-St. Vincent N.W.R.,29.6749,-85.0737,7,0.1172,,
PAYO,York,39.8073,-76.8825,7,0.1045,,
SCSN,Santee N.W.R.,33.5104,-80.4080,7,0.0798,,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,7,0.0686,,
FLTH,Tallahassee,30.5291,-84.2364,7,0.0765,,
ALMT,Mobile-Tensaw Delta,30.7500,-87.9500,7,0.1120,,
KYKL,Kleber W.M.A.,38.4633,-84.7767,7,0.5600,,
NCWI,Wilmington,34.1401,-77.8936,7,0.0854,,
NJAS,Assunpink,40.1600,-74.4242,7,0.0897,,
INMT,Muscatatuck N.W.R.,38.9594,-85.7983,6,0.1395,,
ARCO,Conway,35.0918,-92.4367,6,0.0945,,
DEWI,Wilmington,39.7450,-75.6399,6,0.0441,,
NJLB,Long Branch,40.2502,-74.0554,6,0.0750,,
PABN,Bernville,40.4148,-76.1492,6,0.0714,,
OHRA,Ragersville,40.4398,-81.6288,6,0.0315,"US, HC, ",
ALWA,Waterloo,34.8333,-88.0002,6,0.0934,,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,6,0.1935,,
MDDE,Denton,38.9055,-75.8350,6,0.0949,,
OHAC,Adams County,38.7953,-83.5461,6,0.1127,,
TXCT,Coastal Tip,26.0278,-97.2334,6,0.1589,,
TXLR,Lake Ray Hubbard,32.9296,-96.5363,6,0.1000,,
LARB,Reserve-Bonnet Carre Spillway,30.0867,-90.4711,5,0.0692,,
ARFA,Fayetteville,36.0566,-94.1719,5,0.0939,,
KYLO,Louisville,38.2813,-85.6348,5,0.0820,,
NYHV,Pawling (Hidden Valley),41.5377,-73.5770,5,0.0633,,
FLPS,Port St. Joe,29.7703,-85.2986,5,0.0784,,
NCGA,Gastonia,35.2609,-81.1334,5,0.1163,,
VAWP,Wachapreague,37.6707,-75.6998,5,0.0787,,
PANB,New Bloomfield,40.4002,-77.1500,5,0.0658,,
NCNR,New River,36.5185,-81.2007,5,0.0769,,
PALR,Lake Raystown,40.3739,-78.0716,5,0.0893,,
NCAL,Alamance County,36.0693,-79.4003,5,0.2857,,
NCRK,Roanoke Rapids,36.4025,-77.5651,5,0.4348,,
NJTM,Trenton Marshes,40.1918,-74.7276,4,0.0593,,
NCCR,Charlotte,35.1765,-80.8759,4,0.0727,,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,4,0.0390,,
MSSI,Sidon,33.3624,-90.2479,4,0.1212,,
VARC,Rockingham County,38.4318,-79.0394,4,0.0914,,
WVPA,Pipestem Area,37.5800,-80.9196,4,0.0784,,
GAMA,Macon,32.8321,-83.6663,4,0.0796,,
MXOJ,"Oaxaca de Juarez, Oaxaca, Mexico",17.1000,-96.6833,4,0.0941,,
INHM,Hanover-Madison,38.7382,-85.4706,4,0.1720,,
ILHL,Horseshoe Lake,37.1886,-89.3075,4,0.0640,,
TXCP,Chaparral W.M.A.,28.3609,-99.3429,4,0.0645,,
TXBG,Big Bend N.P. (east),29.1826,-103.0444,4,0.1013,,
GABL,Bainbridge-Lake Seminole,30.8850,-84.6315,3,0.1176,,
NCGV,Greenville,35.5885,-77.2387,3,0.0870,,
ALBH,Birmingham,33.4660,-86.7583,3,0.0357,,
LALA,Lafayette,30.1901,-92.1042,3,0.0281,,
SCCL,Clemson,34.6346,-82.8365,3,0.0774,,LO
PAHU,Huntingdon,40.5664,-77.9385,3,0.0536,,
WVCA,Canaan,39.0662,-79.5500,3,0.1154,,
ARHB,Holla Bend N.W.R.,35.1660,-93.1382,3,0.0424,,
NCNB,New Bern,35.0500,-77.0833,3,0.0382,,
PAWY,Wyncote,40.1223,-75.1280,3,0.0195,"HC, ",
MSGR,Grenada,33.8500,-89.7170,2,0.0374,,
AZAV,Avra Valley,32.2501,-111.2500,2,0.0249,,
OHOX,Oxford,39.5078,-84.7169,2,0.0179,,
GACO,Columbus,32.5861,-85.0004,2,0.0476,,
TXDA,Dallas County,32.8258,-96.8312,2,0.0192,"US, ",GD
PALT,Juniata County - Lewistown,40.5472,-77.3671,2,0.0282,,
MSAL,Arkabutla Lake,34.7624,-90.1306,2,0.0513,,
NJSH,Sandy Hook,40.4700,-74.0031,2,0.0000,"US, ",
OKSE,Sequoyah,34.4985,-94.9695,2,0.0800,,
VAMW,Mount Rogers-White Top Mountain,36.6729,-81.6112,2,0.0920,,
ALDI,Dauphin Island,30.3385,-88.1284,2,0.0244,,
SCCS,Carolina Sandhills N.W.R.,34.5041,-80.2249,2,0.0741,,LO
NCGR,Greensboro,36.1163,-79.8370,2,0.0281,,
BRIT,"Itirapina, Sao Paulo, Brazil",-22.2167,-47.8667,2,0.1667,,
WVIN,Inwood,39.4451,-78.1061,2,0.0260,,
TXLS,La Sal Vieja,26.4849,-97.9649,2,0.0402,,
ILCY,Cypress Creek,37.3190,-89.0213,2,0.0196,,
OHCI,Cincinnati,39.1000,-84.3000,2,0.0129,,
TXSG,San Angelo,31.4439,-100.4823,2,0.0227,"US, ",
CTWR,Woodbury-Roxbury,41.5352,-73.2791,2,0.0170,,
AZAH,Atascosa Highlands,31.4701,-111.1728,2,0.0208,,
