Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
RPPC,"Pacific Canal Area, Panama",9.0003,-79.5832,1038,10.8125,,
RPAC,"Atlantic Canal Area, Panama",9.3003,-79.9501,927,4.6119,,
VA0S,Blacksburg,37.2333,-80.4167,813,7.6698,,
VANS,Northern Shenandoah Valley,39.0501,-78.1667,565,5.1364,,
VAGS,Glade Spring,36.7883,-81.7787,253,4.2167,,
AL03,Marion,32.6167,-87.3167,240,5.2174,,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,228,2.9231,,
MXCV,"Catemaco, Veracruz, Mexico",18.4833,-95.0333,227,1.4598,,
FLCE,Coot Bay-Everglades N.P.,25.1410,-80.9582,212,1.5821,,
FLKV,Kissimmee Valley,28.2062,-81.3936,190,2.6027,,
FLST,Stuart,27.2121,-80.2624,186,1.0814,,
FLMR,Myakka River S.P.,27.2330,-82.2360,181,2.4459,,
VAJK,John H. Kerr Reservoir,36.6000,-78.3000,176,1.5043,,
FLWP,West Palm Beach,26.5672,-80.1270,159,1.0600,,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,146,1.2696,,
FLSR,Sarasota,27.2988,-82.4976,129,0.0000,,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,123,0.8367,,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,116,1.3810,,
GACG,Callaway Gardens,32.8240,-84.8437,116,2.0174,,
FL0W,South Brevard County,27.8833,-80.5167,113,0.7107,,
FLJA,Jacksonville,30.4152,-81.4877,110,0.4074,,
TXFR,Freeport,29.0172,-95.3551,110,0.3145,,
VAFI,Fincastle,37.5276,-79.8733,107,1.7833,,
WVLE,Lewisburg,37.8017,-80.4454,106,4.1569,,
FLLW,Lake Wales,27.8939,-81.5189,102,0.8031,,
FLVE,Venice-Englewood,27.0048,-82.3793,102,2.1250,,
FLGA,Gainesville,29.6027,-82.3127,95,0.7037,,
VASL,Shenandoah N.P.-Luray,38.5948,-78.4572,93,1.1341,,
MXEL,"El Naranjo, San Luis Potosi, Mexico",22.5000,-99.4000,91,1.3736,,
BLBC,"Belize City, Belize",17.5990,-88.3822,88,1.9665,,
GAHN,Harris Neck N.W.R.,31.6837,-81.2940,87,1.9333,,
RPCC,"Central Canal Area, Panama",9.1333,-79.7833,84,0.5638,,
MDTR,Triadelphia Reservoir,39.1605,-76.9885,80,0.4040,,
FLSC,Sanibel-Captiva,26.4594,-82.1567,76,1.0857,,
TXNA,Nacogdoches,31.5332,-94.6563,66,0.7857,,
NC1S,Roanoke Rapids,36.4000,-77.5833,66,0.9167,,
MDPL,Point Lookout,38.1061,-76.4212,65,0.4333,,
TNNA,Nashville,36.0545,-86.9287,64,0.8767,,
