Species_Name
Black Vulture

Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,Flags,Editor_Comments
FLFP,Fort Pierce,27.4177,-80.3828,2250,20.9302,"HC, ",
FLMR,Myakka River S.P.,27.2330,-82.2360,2100,29.5775,"HC, ",
TXPM,Palmetto S.P.,29.5833,-97.5833,1545,20.3960,"HC, ",
FLCO,Cocoa,28.3622,-80.7026,1000,7.5188,,
FLPI,Ponce Inlet,29.0623,-81.0073,1000,14.3369,,
TXFR,Freeport,29.0172,-95.3551,998,3.7448,,
TXMM,Matagorda County-Mad Island Marsh,28.6926,-95.9975,888,2.8738,,
BRME,"Manaus (east), Amazonas, Brazil",-3.1333,-59.9333,868,21.9747,,
TXVI,Victoria,28.8723,-97.0784,856,9.7829,,
FLBA,Bradenton,27.5010,-82.5631,850,9.6591,"HC, ",
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.5330,-96.8635,764,2.7189,,
FLEC,Econlockhatchee,28.7094,-81.1467,730,4.6870,,
FLEM,Emeralda-Sunnyhill,28.9718,-81.8529,730,3.3993,"HC, ",
TXBZ,Brazos Bend,29.3734,-95.6688,670,6.4115,,
FLWV,West Volusia County,29.0543,-81.3039,630,8.9680,,
FLNA,Naples,26.1278,-81.7645,617,6.3445,,
TXBF,Buffalo Bayou,29.7715,-95.5699,604,4.0742,"HC, ",
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,600,6.2016,,
TXAU,Austin,30.1834,-97.6980,584,2.5419,,
TXAY,Armand Bayou,29.5498,-95.0489,555,4.4223,"HC, ",
TXGC,Gibbons Creek,30.5833,-96.0000,540,8.1203,,
FLGA,Gainesville,29.6027,-82.3127,518,2.0576,,
MXCZ,"Coast of Central Veracruz, Mexico",19.3100,-96.2844,504,21.9130,,
TXCY,Cypress Creek,29.9561,-95.8900,494,3.2715,,
FLCR,Crystal River,28.8712,-82.5776,465,7.2093,,
FLSB,South Brevard County,27.8486,-80.5500,460,3.4457,,
TXST,San Antonio,29.3148,-98.6080,445,1.4686,,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,436,4.4948,,
TXOR,Old River,29.8667,-94.7333,417,7.8679,,
FLVE,Venice-Englewood,27.0048,-82.3793,410,0.9011,,
TNWH,White County,35.9082,-85.5980,405,6.1597,,
TXCS,College Station,30.5930,-96.3175,402,4.2766,,
FLPR,Peace River,26.9243,-82.0474,394,3.2229,,
TXLK,Lake Tawakoni,32.7667,-95.9167,389,6.3770,,
SCFH,Four Holes Swamp,33.2113,-80.4210,384,5.0693,,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,383,7.4732,,
TNNA,Nashville,36.0545,-86.9287,372,6.0488,,
FLSR,Sarasota,27.2988,-82.4976,365,2.1598,,
FLLA,Lakeland,28.0261,-81.8507,362,2.8730,,
FLZE,Zellwood-Mount Dora,28.7309,-81.6062,360,2.8125,,
FLWR,Wekiva River,28.7863,-81.3679,350,3.1532,,
TXNB,New Braunfels,29.7035,-98.1249,347,6.6731,,
FLSP,St. Petersburg,27.7991,-82.6794,330,2.7731,"HC, ",
TXGT,Georgetown-Andice,30.6999,-97.7395,325,7.3864,,
DEMI,Middletown,39.4753,-75.6347,324,3.8571,"HC, ",
CRLM,"Fila Costera (la Merced), Costa Rica",9.1404,-83.4639,320,2.0285,,
FLST,Stuart,27.2121,-80.2624,303,1.7771,,
TXWK,West Kerr County,30.0809,-99.4279,295,4.5385,,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,294,2.0276,,
FLAL,Alafia Banks,27.7920,-82.3349,290,4.6586,,
TXSG,San Angelo,31.4439,-100.4823,288,5.1659,,
TXWP,Westcave Preserve,30.3553,-98.0296,287,2.8346,,
VAWA,Walkerton,37.6809,-77.0313,282,2.9223,,
WVLE,Lewisburg,37.8017,-80.4454,276,5.6907,"HC, ",
FLBO,Brooksville,28.5480,-82.3245,269,3.2024,,
TXBN,Burnet County,30.7514,-98.2750,269,3.5987,,
FLTT,Ten Thousand Islands,25.9500,-81.6200,263,2.4579,,
OKTI,Tishomingo N.W.R.,34.1833,-96.6500,261,4.0781,,
FLLW,Lake Wales,27.8939,-81.5189,257,2.1240,,
FLLP,Lake Placid,27.2601,-81.3441,250,2.9586,,
FLLC,Lake City,30.1894,-82.6371,250,4.6296,,
VACL,Central Loudon,39.0905,-77.6198,245,1.5580,,
TXWA,Waco,31.5194,-97.0451,242,4.3214,,
TXNA,Nacogdoches,31.5332,-94.6563,235,1.8252,,
RPAC,"Atlantic Canal Area, Panama",9.3003,-79.9501,231,4.2778,,
FLAB,Aripeka-Bayport,28.4667,-82.5833,230,2.7219,"HC, ",
FLDC,Dade County,25.8402,-80.1883,230,3.4717,,
NCKL,Kerr Lake,36.5068,-78.3477,230,2.8483,"HC, ",
NJBP,Belleplain,39.2500,-74.9333,229,4.1448,"HC, ",
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,228,4.4706,,
TXLG,Longview,32.3765,-94.7162,228,2.7720,,
CLSB,"Sabana de Bogotá, Cundinamarca, Colombia",4.8000,-74.0667,227,2.9673,,
MDRR,Rock Run,39.6041,-76.1670,226,1.9567,,
FLNP,North Pinellas,28.0672,-82.7388,226,1.4675,,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,225,1.3006,,
GAAH,Athens,33.9305,-83.3812,225,1.8987,"HC, ",
TXFW,Fort Worth,32.7661,-97.4715,222,22.2000,,
GACL,Carter's Lake,34.5801,-84.7917,220,2.9236,"HC, ",
CRRF,"Rainforest Adventures Atlantic, Costa Rica",10.1202,-83.5125,212,0.8993,,
LASH,Shreveport,32.5371,-93.8922,206,3.0294,"HC, ",
FLFG,Flagler,29.4970,-81.2650,206,2.7467,,
ILCY,Cypress Creek,37.3190,-89.0213,206,2.7195,"HC, ",
MSEL,Eagle Lake,32.5458,-90.5800,200,4.2553,,
FLDB,Daytona Beach,29.2629,-81.1173,200,3.6364,,
FLWP,West Palm Beach,26.5672,-80.1270,200,1.5504,,
OKFG,Fort Gibson Reservoir,35.8500,-95.3167,195,4.1935,,
ALGU,Guntersville,34.3883,-86.2803,193,2.4744,,
MDPR,Patuxent River,38.3406,-76.5037,192,3.3684,,
GACI,Cumberland Island,30.8151,-81.4673,190,2.2029,,
FLWM,West Marion County,29.0937,-82.3538,189,1.7915,,
FLKV,Kissimmee Valley,28.2062,-81.3936,188,11.0588,,
TXAR,Aransas N.W.R.,28.2333,-96.8833,182,1.8200,,
FLLO,Long Pine Key,25.3568,-80.7186,181,5.4030,"HC, ",
FLJD,Jonathan Dickinson S.P.,26.9921,-80.1469,180,1.8182,,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,180,1.6071,,
FLME,Melrose,29.7480,-81.9929,175,0.7338,"HC, ",
FLKD,Kendall Area,25.6363,-80.3377,175,3.0172,,
PASL,Southern Lancaster County,39.8172,-76.1698,171,1.6765,,
VAFB,Fort Belvoir,38.7090,-77.1939,167,0.5061,,
CRLS,"La Selva, Lower Braulio Carillo N.P., Costa Rica",10.3665,-84.0499,166,0.5929,,
GASV,"Savannah, GA-SC",32.0842,-81.0667,165,0.9296,,
TNHP,Hickory-Priest,36.1926,-86.6634,165,3.0698,,
TXTN,Trinity River,30.2860,-94.9800,164,2.5231,,
TXKI,Kingsville,27.4658,-97.8551,164,2.4662,,
SCLW,Lake Wateree,34.3548,-80.8368,163,5.4333,,
GACG,Callaway Gardens,32.8240,-84.8437,163,3.3958,,
TXTY,Tyler,32.2777,-95.2991,162,2.3226,,
KYRA,Russell-Adair County,36.9658,-85.1217,162,4.9846,,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,161,1.9634,,
FLFK,Fakahatchee,26.1486,-81.4535,160,1.9876,,
TXLS,La Sal Vieja,26.4849,-97.9649,160,1.3853,,
FLJA,Jacksonville,30.4152,-81.4877,160,1.1679,,
TXCC,Corpus Christi,27.8334,-97.5833,159,1.4260,,
GAAB,Albany,31.4333,-84.4167,159,2.6835,"HC, ",
MSLC,Lauderdale County,32.4676,-88.7230,155,2.6609,,
TXBO,Boerne,29.8666,-98.7901,155,1.6667,,
MDOC,Ocean City,38.3128,-75.2122,154,0.6829,,
SCSC,Sun City-Okatie,32.3512,-80.9232,154,1.5248,,
FLAP,Avon Park A.F. Range,27.6501,-81.2896,151,1.5567,,
KYFR,Frankfort,38.2271,-84.8525,150,6.3830,,
FLHC,Hamilton County,30.3360,-82.7595,150,3.7500,"HC, ",
